Package received,time received,time send,package send,rssi,snr,freqError
1,22:01:35,21:59:14,2,-104,4.75,795
2,22:01:38,21:59:17,3,-101,8.25,801
3,22:01:41,21:59:21,4,-101,8.25,809
4,22:01:45,21:59:24,5,-100,7.25,816
5,22:01:48,21:59:27,6,-99,8.25,821
6,22:01:51,21:59:31,7,-99,8.75,827
7,22:01:55,21:59:34,8,-99,8.75,832
8,22:01:58,21:59:37,9,-99,8.5,837
9,22:02:02,21:59:40,10,-97,8.75,842
10,22:02:05,21:59:44,11,-98,8,848
11,22:02:09,21:59:48,12,-99,7.5,855
12,22:02:12,21:59:51,13,-98,8,861
13,22:02:16,21:59:55,14,-97,8,866
14,22:02:19,21:59:58,15,-97,7.5,872
15,22:02:23,22:00:02,16,-97,7.5,877
16,22:02:27,22:00:06,17,-97,8.25,882
17,22:02:30,22:00:09,18,-98,7.5,887
18,22:02:34,22:00:13,19,-98,7,893
19,22:02:37,22:00:16,20,-98,7,898
20,22:02:41,22:00:20,21,-98,7.5,903
21,22:02:45,22:00:23,22,-98,7.5,907
22,22:02:48,22:00:27,23,-97,7,912
23,22:02:52,22:00:31,24,-98,7.75,916
24,22:02:55,22:00:34,25,-97,8,920
25,22:02:59,22:00:38,26,-98,7.25,925
26,22:03:02,22:00:41,27,-98,7.75,929
27,22:03:06,22:00:45,28,-98,7.75,932
28,22:03:10,22:00:49,29,-98,7.75,936
29,22:03:13,22:00:52,30,-99,7.75,939
30,22:03:17,22:00:56,31,-98,7.25,942
31,22:03:20,22:00:59,32,-98,6.75,945
32,22:03:24,22:01:03,33,-97,8.75,948
33,22:03:28,22:01:06,34,-98,7.75,950
34,22:03:31,22:01:10,35,-96,8.75,953
35,22:03:35,22:01:14,36,-96,8.5,956
36,22:03:38,22:01:17,37,-98,7.5,958
37,22:03:42,22:01:21,38,-97,7.75,961
38,22:03:45,22:01:24,39,-97,7.5,964
39,22:03:49,22:01:28,40,-98,7.5,968
40,22:03:53,22:01:32,41,-96,8.5,970
41,22:03:56,22:01:35,42,-99,7.75,973
42,22:04:00,22:01:39,43,-96,8,975
43,22:04:03,22:01:42,44,-98,7,978
44,22:04:07,22:01:46,45,-98,7.5,981
45,22:04:11,22:01:49,46,-98,7.25,961
46,22:04:14,22:01:53,47,-98,7.75,987
47,22:04:18,22:01:57,48,-98,7.5,990
48,22:04:21,22:02:00,49,-97,7.5,992
49,22:04:25,22:02:04,50,-98,7,995
50,22:04:28,22:02:07,51,-98,7,997
51,22:04:32,22:02:11,52,-98,7,1000
52,22:04:36,22:02:15,53,-98,7.25,1002
53,22:04:39,22:02:18,54,-97,7.5,1003
,,,,,,
53.00,184.00,184.00,53.00,-98.02,7.67,918.62
