Package received,time received,time send,package send,rssi,snr,freqError
1,21:49:58,21:47:37,1,-86,10.25,747
2,21:50:02,21:47:41,2,-87,12.75,755
3,21:50:05,21:47:44,3,-83,11.5,761
4,21:50:08,21:47:47,4,-84,10.5,767
5,21:50:11,21:47:51,5,-84,11,774
6,21:50:15,21:47:54,6,-85,10.25,779
7,21:50:18,21:47:57,7,-84,10.75,785
8,21:50:21,21:48:01,8,-84,10,790
9,21:50:25,21:48:04,9,-84,10.75,795
10,21:50:28,21:48:07,10,-81,10.75,799
12,21:50:35,21:48:14,12,-82,9.75,813
13,21:50:39,21:48:18,13,-83,12,819
14,21:50:43,21:48:22,14,-82,10.75,826
15,21:50:46,21:48:25,15,-81,11.5,831
16,21:50:50,21:48:29,16,-82,11.25,837
17,21:50:53,21:48:32,17,-82,10.75,842
18,21:50:57,21:48:36,18,-82,11,847
19,21:51:01,21:48:39,19,-83,10.75,852
20,21:51:04,21:48:43,20,-83,12.25,857
21,21:51:08,21:48:47,21,-82,11.25,862
22,21:51:11,21:48:50,22,-83,11.25,866
23,21:51:15,21:48:54,23,-83,11.25,870
24,21:51:18,21:48:57,24,-83,10,875
25,21:51:22,21:49:01,25,-85,12.25,880
26,21:51:26,21:49:05,26,-83,11,883
27,21:51:29,21:49:08,27,-82,11,888
28,21:51:33,21:49:12,28,-82,10,892
29,21:51:36,21:49:15,29,-83,10.75,896
30,21:51:40,21:49:19,30,-83,11,899
31,21:51:44,21:49:22,31,-82,11.25,903
32,21:51:47,21:49:26,32,-83,12.5,907
33,21:51:51,21:49:30,33,-84,13.25,910
34,21:51:54,21:49:33,34,-82,11.25,914
35,21:51:58,21:49:37,35,-82,10.5,917
37,21:52:05,21:49:44,37,-84,13,924
38,21:52:09,21:49:48,38,-86,11.5,927
39,21:52:12,21:49:51,39,-86,11.25,930
40,21:52:16,21:49:55,40,-85,11.25,933
41,21:52:19,21:49:58,41,-83,11.5,936
42,21:52:23,21:50:02,42,-82,11.25,938
43,21:52:27,21:50:05,43,-83,11.5,941
44,21:52:30,21:50:09,44,-88,11.75,944
45,21:52:34,21:50:13,45,-90,11.25,946
46,21:52:37,21:50:16,46,-90,12,949
47,21:52:41,21:50:20,47,-83,12.25,952
48,21:52:44,21:50:23,48,-84,13.5,953
49,21:52:48,21:50:27,49,-87,10.75,957
50,21:52:52,21:50:30,50,-83,11,959
,,,,,,
50.00,174.00,173.00,50.00,-83.71,11.27,871.40
