Package received,time received,time send,package send,rssi,snr,freqError
1,0:04:04,0:01:44,1,-118,-13.75,679
2,0:04:08,0:01:47,2,-120,-13.25,681
3,0:04:11,0:01:50,3,-121,-13.5,688
4,0:04:14,0:01:54,4,-119,-13.5,694
5,0:04:18,0:01:57,5,-120,-10.75,697
6,0:04:21,0:02:00,6,-120,-11.5,700
7,0:04:24,0:02:04,7,-120,-11.75,703
8,0:04:28,0:02:07,8,-120,-13,708
9,0:04:31,0:02:10,9,-120,-12.25,710
10,0:04:35,0:02:14,10,-119,-12.25,714
11,0:04:38,0:02:17,11,-119,-16.25,717
12,0:04:42,0:02:21,12,-116,-17.75,721
13,0:04:45,0:02:24,13,-118,-15,726
14,0:04:49,0:02:28,14,-117,-17.5,728
15,0:04:52,0:02:31,15,-117,-16,731
16,0:04:56,0:02:35,16,-117,-12.25,734
17,0:05:00,0:02:39,17,-119,-13.25,736
18,0:05:03,0:02:42,18,-117,-20,737
19,0:05:07,0:02:46,19,-118,-14.25,741
20,0:05:10,0:02:49,20,-118,-16.25,744
21,0:05:14,0:02:53,21,-118,-14,745
22,0:05:18,0:02:57,22,-116,-15,745
23,0:05:21,0:03:00,23,-117,-16.25,747
24,0:05:25,0:03:04,24,-118,-16.75,751
25,0:05:28,0:03:07,25,-118,-11.5,755
26,0:05:32,0:03:11,26,-118,-12.25,759
27,0:05:35,0:03:14,27,-119,-11,761
28,0:05:39,0:03:18,28,-118,-11.25,763
29,0:05:43,0:03:22,29,-118,-14.25,761
30,0:05:46,0:03:25,30,-116,-13,761
31,0:05:50,0:03:29,31,-117,-12.75,765
32,0:05:53,0:03:32,32,-117,-13,768
33,0:05:57,0:03:36,33,-115,-13.5,765
34,0:06:01,0:03:40,34,-117,-13.5,765
35,0:06:04,0:03:43,35,-117,-12.25,766
36,0:06:11,0:03:50,37,-117,-16.5,769
37,0:06:15,0:03:54,38,-117,-18.5,769
38,0:06:18,0:03:57,39,-117,-18.25,773
39,0:06:22,0:04:01,40,-117,-17.75,772
40,0:06:26,0:04:05,41,-118,-17.25,772
41,0:06:29,0:04:08,42,-116,-14,770
42,0:06:33,0:04:12,43,-118,-12.25,772
43,0:06:36,0:04:15,44,-117,-14.75,772
44,0:06:40,0:04:19,45,-117,-15.25,773
45,0:06:44,0:04:23,46,-117,-17.5,769
46,0:06:47,0:04:26,47,-117,-17.25,773
47,0:06:51,0:04:30,48,-117,-18,772
48,0:06:54,0:04:33,49,-116,-18.5,775
49,0:06:58,0:04:37,50,-117,-20.5,773
50,0:07:01,0:04:40,51,-118,-21.25,775
51,0:07:05,0:04:44,52,-117,-17.25,777
52,0:07:09,0:04:48,53,-118,-15.5,776
,,,,,,
52.00,185.00,184.00,53.00,-117.75,-14.89,746.12
