Package received,time received,time send,package send,rssi,snr,freqError
1,0:32:22,0:30:01,1,-120,-14,637
2,0:32:25,0:30:04,2,-119,-14,641
3,0:32:29,0:30:07,3,-120,-11.5,648
4,0:32:32,0:30:11,4,-119,-12.75,653
5,0:32:35,0:30:14,5,-119,-12.75,658
6,0:32:39,0:30:17,6,-118,-14.25,662
7,0:32:42,0:30:21,7,-118,-14,667
8,0:32:45,0:30:24,8,-119,-12.75,670
9,0:32:49,0:30:27,9,-120,-14.25,676
10,0:32:52,0:30:31,10,-119,-11.25,680
11,0:32:56,0:30:34,11,-119,-12.25,684
12,0:32:59,0:30:38,12,-119,-13.5,689
13,0:33:03,0:30:41,13,-119,-14.25,693
14,0:33:06,0:30:45,14,-119,-11,697
15,0:33:10,0:30:49,15,-120,-13.25,702
16,0:33:14,0:30:52,16,-119,-13.5,705
17,0:33:17,0:30:56,17,-120,-11.25,709
18,0:33:21,0:30:59,18,-119,-12.5,712
19,0:33:24,0:31:03,19,-118,-15.75,712
20,0:33:28,0:31:06,20,-117,-15.5,721
21,0:33:32,0:31:10,21,-118,-15.75,722
22,0:33:35,0:31:14,22,-119,-15.25,724
23,0:33:39,0:31:17,23,-118,-16,727
24,0:33:42,0:31:21,24,-118,-16,733
25,0:33:46,0:31:24,25,-117,-16.5,736
26,0:33:49,0:31:28,26,-118,-16.25,740
27,0:33:53,0:31:32,27,-118,-16.25,743
28,0:33:57,0:31:35,28,-118,-16.5,746
29,0:34:00,0:31:39,29,-119,-17.25,751
30,0:34:04,0:31:42,30,-118,-15.25,754
31,0:34:07,0:31:46,31,-119,-12.25,756
32,0:34:11,0:31:49,32,-118,-11.25,759
33,0:34:14,0:31:53,33,-118,-14,761
34,0:34:18,0:31:57,34,-118,-14,764
35,0:34:22,0:32:00,35,-118,-13.5,767
36,0:34:25,0:32:04,36,-118,-15.25,770
37,0:34:29,0:32:07,37,-118,-16,771
38,0:34:32,0:32:11,38,-118,-17,776
39,0:34:36,0:32:15,39,-118,-16,776
40,0:34:40,0:32:18,40,-118,-16.25,781
41,0:34:43,0:32:22,41,-118,-16.25,784
42,0:34:47,0:32:25,42,-119,-16.25,789
43,0:34:50,0:32:29,43,-119,-17.25,788
44,0:34:54,0:32:32,44,-119,-17,788
45,0:34:57,0:32:36,45,-118,-15.75,791
46,0:35:01,0:32:40,46,-118,-15.5,793
47,0:35:05,0:32:43,47,-118,-15.25,795
48,0:35:08,0:32:47,48,-118,-15.25,798
49,0:35:12,0:32:50,49,-118,-15.5,801
50,0:35:15,0:32:54,50,-118,-16.25,800
51,0:35:19,0:32:58,51,-119,-15.5,802
52,0:35:23,0:33:01,52,-119,-15.5,803
53,0:35:26,0:33:05,53,-119,-15.75,805
54,0:35:30,0:33:08,54,-118,-15.25,806
,,,,,,
54.00,187.00,187.00,54.00,-118.52,-14.69,737.33
