Package received,time received,time send,package send,rssi,snr,freqError
1,23:56:11,23:53:50,1,-117,-3,688
2,23:56:14,23:53:54,2,-120,-7.75,705
3,23:56:18,23:53:57,3,-118,-3.25,698
4,23:56:21,23:54:00,4,-118,-3.75,699
5,23:56:24,23:54:03,5,-117,-3.25,702
6,23:56:28,23:54:07,6,-117,-4,702
7,23:56:31,23:54:10,7,-117,-2.75,703
8,23:56:34,23:54:13,8,-117,-4.5,705
9,23:56:38,23:54:17,9,-119,-4.5,705
10,23:56:41,23:54:20,10,-117,-4.25,707
11,23:56:45,23:54:24,11,-117,-2.5,708
12,23:56:48,23:54:27,12,-117,-4.75,709
13,23:56:52,23:54:31,13,-117,-4,712
14,23:56:55,23:54:34,14,-116,-11,719
15,23:57:03,23:54:42,16,-115,-6.75,712
16,23:57:06,23:54:45,17,-115,-6,714
17,23:57:10,23:54:49,18,-117,-6,715
18,23:57:13,23:54:52,19,-116,-5.5,716
19,23:57:17,23:54:56,20,-116,-4.75,715
20,23:57:21,23:54:59,21,-115,-4.25,718
21,23:57:24,23:55:03,22,-116,-3.75,721
22,23:57:28,23:55:07,23,-116,-4,725
23,23:57:31,23:55:10,24,-116,-2.5,729
24,23:57:35,23:55:14,25,-117,-3.25,730
25,23:57:38,23:55:17,26,-116,-3,732
26,23:57:42,23:55:21,27,-117,-3.25,735
27,23:57:46,23:55:25,28,-117,-3.25,737
28,23:57:49,23:55:28,29,-117,-2.5,735
29,23:57:53,23:55:32,30,-117,-3.5,734
30,23:57:56,23:55:35,31,-118,-3.25,735
31,23:58:00,23:55:39,32,-118,-3.75,733
32,23:58:04,23:55:42,33,-118,-2.75,733
33,23:58:07,23:55:46,34,-118,-3.5,734
34,23:58:11,23:55:50,35,-117,-3.75,736
35,23:58:14,23:55:53,36,-117,-2.5,737
36,23:58:18,23:55:57,37,-118,-3.5,739
37,23:58:21,23:56:00,38,-118,-5.5,741
38,23:58:25,23:56:04,39,-118,-4.25,741
39,23:58:29,23:56:08,40,-118,-2.25,745
40,23:58:32,23:56:11,41,-117,-2.5,743
41,23:58:36,23:56:15,42,-117,-6,742
42,23:58:39,23:56:18,43,-116,-5.5,742
43,23:58:43,23:56:22,44,-116,-4.25,744
44,23:58:47,23:56:25,45,-117,-4.75,742
45,23:58:50,23:56:29,46,-116,-4,742
46,23:58:54,23:56:33,47,-116,-4.25,744
47,23:58:57,23:56:36,48,-118,-3.75,746
48,23:59:01,23:56:40,49,-118,-2.75,744
49,23:59:04,23:56:43,50,-118,-3,746
50,23:59:08,23:56:47,51,-117,-3.5,749
,,,,,,
50.00,177.00,177.00,51.00,-117.02,-4.10,725.76
