Package received,time received,time send,package send,rssi,snr,freqError
1,23:44:12,23:41:52,2,-117,-4.25,613
2,23:44:16,23:41:55,3,-117,-10.75,619
3,23:44:19,23:41:58,4,-117,-7.5,621
4,23:44:22,23:42:02,5,-118,-10.75,625
5,23:44:26,23:42:05,6,-118,-8,627
6,23:44:29,23:42:08,7,-118,-5.5,632
7,23:44:32,23:42:12,8,-120,-5.75,636
8,23:44:36,23:42:15,9,-119,-4.25,639
9,23:44:39,23:42:18,10,-118,-4,641
10,23:44:43,23:42:22,11,-117,-5.75,643
11,23:44:46,23:42:25,12,-118,-6.75,646
12,23:44:50,23:42:29,13,-118,-4.75,653
13,23:44:54,23:42:32,14,-118,-5.5,655
14,23:44:57,23:42:36,15,-118,-7.25,657
15,23:45:01,23:42:40,16,-117,-7.25,659
16,23:45:04,23:42:43,17,-118,-4.5,660
17,23:45:08,23:42:47,18,-118,-5.25,665
18,23:45:11,23:42:50,19,-117,-4.25,667
19,23:45:15,23:42:54,20,-117,-4.75,670
20,23:45:19,23:42:58,21,-117,-7.75,672
21,23:45:22,23:43:01,22,-117,-6.25,677
22,23:45:26,23:43:05,23,-117,-4.5,679
23,23:45:29,23:43:08,24,-118,-3.5,682
24,23:45:33,23:43:12,25,-117,-3.5,684
25,23:45:37,23:43:15,26,-117,-4,687
26,23:45:40,23:43:19,27,-117,-4,688
27,23:45:44,23:43:23,28,-117,-3.5,691
28,23:45:47,23:43:26,29,-116,-4.25,692
29,23:45:51,23:43:30,30,-116,-4.25,694
30,23:45:54,23:43:33,31,-117,-2.75,698
31,23:45:58,23:43:37,32,-117,-3.75,698
32,23:46:02,23:43:41,33,-116,-4.25,700
33,23:46:05,23:43:44,34,-116,-4.75,700
34,23:46:09,23:43:48,35,-117,-6.5,702
35,23:46:12,23:43:51,36,-116,-4.75,704
36,23:46:16,23:43:55,37,-117,-4.5,705
37,23:46:20,23:43:58,38,-116,-5.75,705
38,23:46:23,23:44:02,39,-116,-5.5,705
39,23:46:27,23:44:06,40,-115,-7.75,705
40,23:46:30,23:44:09,41,-116,-6.25,704
41,23:46:34,23:44:13,42,-115,-6,707
42,23:46:37,23:44:16,43,-115,-7.5,707
43,23:46:41,23:44:20,44,-116,-7.75,707
44,23:46:45,23:44:24,45,-115,-5.75,707
45,23:46:48,23:44:27,46,-115,-6.25,707
46,23:46:52,23:44:31,47,-115,-7.25,706
47,23:46:55,23:44:34,48,-115,-8.5,705
48,23:46:59,23:44:38,49,-115,-5,705
49,23:47:03,23:44:41,50,-116,-5,703
50,23:47:06,23:44:45,51,-115,-5.5,703
51,23:47:10,23:44:49,52,-115,-5.5,704
,,,,,,
51.00,178.00,177.00,52.00,-116.73,-5.66,677.67
