Package received,time received,time send,package send,rssi,snr,freqError
1,14:58:58,14:56:33,1,-87,6.50,661
2,14:59:01,14:56:36,2,-85,5.75,661
3,14:59:03,14:56:38,3,-82,7.00,667
4,14:59:05,14:56:40,4,-104,1.75,667
5,14:59:08,14:56:43,5,-80,5.25,670
6,14:59:10,14:56:45,6,-82,7.00,661
7,14:59:12,14:56:47,7,-83,6.75,657
8,14:59:15,14:56:50,8,-80,6.75,667
9,14:59:17,14:56:52,9,-83,7.50,665
10,14:59:19,14:56:54,10,-79,7.25,665
11,14:59:22,14:56:57,11,-79,6.00,663
12,14:59:24,14:56:59,12,-76,7.25,663
13,14:59:26,14:57:01,13,-80,6.75,663
14,14:59:29,14:57:04,14,-83,7.50,663
15,14:59:31,14:57:06,15,-85,6.50,663
16,14:59:33,14:57:08,16,-81,6.75,663
17,14:59:36,14:57:11,17,-84,6.50,661
18,14:59:38,14:57:13,18,-83,6.50,663
19,14:59:40,14:57:15,19,-85,7.00,663
20,14:59:43,14:57:18,20,-85,6.00,661
21,14:59:45,14:57:20,21,-83,5.50,661
22,14:59:47,14:57:22,22,-84,5.50,663
23,14:59:50,14:57:25,23,-83,7.25,663
24,14:59:52,14:57:27,24,-84,7.00,661
25,14:59:54,14:57:29,25,-83,6.50,663
26,14:59:57,14:57:32,26,-82,6.50,663
27,14:59:59,14:57:34,27,-83,6.25,663
28,15:00:01,14:57:36,28,-81,7.00,663
29,15:00:04,14:57:39,29,-85,6.50,661
30,15:00:06,14:57:41,30,-85,6.25,663
31,15:00:08,14:57:43,31,-83,7.00,661
32,15:00:11,14:57:46,32,-84,7.00,661
33,15:00:13,14:57:48,33,-84,6.50,661
34,15:00:15,14:57:50,34,-85,6.00,661
35,15:00:18,14:57:53,35,-84,7.00,661
36,15:00:20,14:57:55,36,-78,6.50,661
37,15:00:22,14:57:57,37,-81,7.50,661
38,15:00:25,14:58:00,38,-82,7.75,661
39,15:00:27,14:58:02,39,-82,6.50,663
40,15:00:29,14:58:04,40,-81,6.25,661
41,15:00:32,14:58:07,41,-79,6.75,661
42,15:00:34,14:58:09,42,-80,6.50,661
43,15:00:36,14:58:11,43,-81,7.00,659
44,15:00:39,14:58:14,44,-82,6.00,659
45,15:00:41,14:58:16,45,-81,6.00,659
46,15:00:43,14:58:18,46,-80,5.75,659
47,15:00:46,14:58:20,47,-82,6.25,657
48,15:00:48,14:58:23,48,-80,6.25,657
49,15:00:50,14:58:25,49,-80,4.50,659
50,15:00:53,14:58:27,50,-80,6.50,659
51,15:00:55,14:58:30,51,-79,5.75,657
52,15:00:57,14:58:32,52,-79,7.25,657
53,15:01:00,14:58:34,53,-82,6.75,657
54,15:01:02,14:58:37,54,-80,6.25,657
55,15:01:04,14:58:39,55,-80,6.00,657
56,15:01:07,14:58:41,56,-78,7.25,657
57,15:01:09,14:58:44,57,-81,6.25,657
58,15:01:11,14:58:46,58,-82,7.50,657
59,15:01:14,14:58:48,59,-80,7.00,657
60,15:01:16,14:58:51,60,-79,7.50,657
61,15:01:18,14:58:53,61,-79,6.50,657
62,15:01:21,14:58:55,62,-78,7.25,657
63,15:01:23,14:58:58,63,-81,7.25,657
64,15:01:25,14:59:00,64,-79,7.00,657
65,15:01:28,14:59:02,65,-78,7.75,657
66,15:01:30,14:59:05,66,-78,7.50,657
67,15:01:32,14:59:07,67,-79,7.00,657
68,15:01:35,14:59:09,68,-80,5.75,657
69,15:01:37,14:59:12,69,-81,7.00,657
70,15:01:39,14:59:14,70,-79,7.25,657
71,15:01:42,14:59:16,71,-80,6.75,657
72,15:01:44,14:59:19,72,-79,6.50,657
73,15:01:46,14:59:21,73,-84,7.00,655
