Package received,time received,time send,package send,rssi,snr,freqError
1,15:03:31,15:01:04,1,-95,3.50,617
2,15:03:33,15:01:07,2,-93,6.25,613
3,15:03:36,15:01:09,3,-87,5.75,602
4,15:03:38,15:01:11,4,-100,3.75,609
5,15:03:40,15:01:14,5,-89,6.25,607
6,15:03:43,15:01:16,6,-94,6.00,611
7,15:03:45,15:01:18,7,-95,3.25,613
8,15:03:47,15:01:21,8,-89,6.50,615
9,15:03:50,15:01:23,9,-87,7.00,607
10,15:03:52,15:01:25,10,-91,4.50,607
11,15:03:54,15:01:28,11,-93,5.50,607
12,15:03:57,15:01:30,12,-90,6.25,607
13,15:03:59,15:01:32,13,-92,5.75,607
14,15:04:01,15:01:35,14,-91,4.25,607
15,15:04:04,15:01:37,15,-90,6.50,607
16,15:04:06,15:01:39,16,-89,5.50,607
17,15:04:08,15:01:42,17,-89,6.75,613
18,15:04:14,15:01:47,1,-92,5.50,619
19,15:04:16,15:01:49,2,-103,-3.50,615
20,15:04:18,15:01:52,1,-96,6.25,615
21,15:04:21,15:01:54,2,-107,1.00,613
22,15:04:23,15:01:56,3,-103,3.75,615
23,15:04:25,15:01:59,4,-101,2.50,613
24,15:04:28,15:02:01,5,-102,2.25,613
25,15:04:30,15:02:03,6,-104,-2.75,615
26,15:04:32,15:02:06,7,-103,2.25,613
27,15:04:35,15:02:08,8,-102,1.25,615
28,15:04:37,15:02:10,9,-103,1.25,615
29,15:04:39,15:02:13,10,-104,1.50,617
30,15:04:42,15:02:15,11,-103,1.00,615
31,15:04:44,15:02:17,12,-105,1.25,617
32,15:04:46,15:02:20,13,-101,2.50,615
33,15:04:49,15:02:22,14,-103,3.00,611
34,15:04:51,15:02:24,15,-102,3.00,615
35,15:04:53,15:02:27,16,-101,3.25,615
36,15:04:56,15:02:29,17,-102,3.25,617
37,15:04:58,15:02:31,18,-102,2.75,617
38,15:05:00,15:02:34,19,-103,2.50,613
39,15:05:03,15:02:36,20,-101,3.25,617
40,15:05:05,15:02:38,21,-100,1.00,659
41,15:05:07,15:02:41,22,-100,2.75,615
42,15:05:10,15:02:43,23,-101,3.00,615
43,15:05:12,15:02:45,24,-101,3.25,615
44,15:05:14,15:02:48,25,-100,3.25,615
45,15:05:17,15:02:50,26,-101,2.75,615
46,15:05:19,15:02:52,27,-102,3.25,615
47,15:05:21,15:02:55,28,-101,3.50,615
48,15:05:24,15:02:57,29,-101,3.50,615
49,15:05:26,15:02:59,30,-101,3.00,615
50,15:05:28,15:03:02,31,-100,3.00,617
51,15:05:31,15:03:04,32,-102,3.50,615
52,15:05:33,15:03:06,33,-98,3.50,615
53,15:05:35,15:03:09,34,-97,5.50,617
54,15:05:38,15:03:11,35,-97,5.50,615
55,15:05:40,15:03:13,36,-97,5.50,617
56,15:05:42,15:03:16,37,-97,4.25,615
57,15:05:45,15:03:18,38,-100,3.50,619
58,15:05:47,15:03:20,39,-100,3.25,617
59,15:05:49,15:03:22,40,-100,2.00,617
60,15:05:52,15:03:25,41,-100,3.00,619
61,15:05:54,15:03:27,42,-101,2.75,619
62,15:05:56,15:03:29,43,-101,3.50,617
63,15:05:59,15:03:32,44,-99,4.00,617
64,15:06:01,15:03:34,45,-99,4.00,617
65,15:06:03,15:03:36,46,-99,4.25,617
66,15:06:06,15:03:39,47,-100,1.50,619
67,15:06:08,15:03:41,48,-98,4.75,621
68,15:06:10,15:03:43,49,-103,3.50,617
69,15:06:12,15:03:46,50,-100,2.75,619
70,15:06:15,15:03:48,51,-99,3.00,621
71,15:06:17,15:03:50,52,-101,2.25,655
72,15:06:19,15:03:53,53,-103,3.50,619
73,15:06:22,15:03:55,54,-101,1.00,621
74,15:06:24,15:03:57,55,-99,4.75,621
75,15:06:26,15:04:00,56,-96,5.25,623
76,15:06:29,15:04:02,57,-95,3.25,623
77,15:06:31,15:04:04,58,-94,5.25,623
