Package received,time received,time send,package send,rssi,snr,freqError
4,15:46:16,15:43:40,6,-105,1.00,653
5,15:46:19,15:43:42,7,-103,-0.50,653
6,15:46:21,15:43:45,8,-102,0.75,651
7,15:46:23,15:43:47,9,-103,0.25,651
8,15:46:26,15:43:49,10,-104,1.25,651
9,15:46:28,15:43:52,11,-102,1.75,651
10,15:46:30,15:43:54,12,-105,1.75,651
11,15:46:33,15:43:56,13,-105,1.00,649
12,15:46:35,15:43:59,14,-105,-1.50,651
13,15:46:37,15:44:01,15,-106,0.25,651
14,15:46:40,15:44:03,16,-104,-0.25,646
15,15:46:42,15:44:06,17,-105,0.75,649
16,15:46:44,15:44:08,18,-105,0.25,644
17,15:46:47,15:44:10,19,-105,0.00,644
18,15:46:49,15:44:13,20,-105,1.25,642
19,15:46:51,15:44:15,21,-105,1.25,642
20,15:46:54,15:44:17,22,-103,1.00,640
21,15:46:56,15:44:20,23,-103,0.00,640
22,15:46:58,15:44:22,24,-104,-0.75,636
23,15:47:01,15:44:24,25,-104,0.50,636
24,15:47:03,15:44:27,26,-104,0.00,640
25,15:47:05,15:44:29,27,-106,-1.50,638
26,15:47:08,15:44:31,28,-103,1.50,640
27,15:47:10,15:44:34,29,-105,0.50,636
28,15:47:12,15:44:36,30,-105,-0.25,636
29,15:47:15,15:44:38,31,-104,0.25,640
30,15:47:17,15:44:41,32,-105,-0.50,632
31,15:47:19,15:44:43,33,-106,-2.00,638
32,15:47:21,15:44:45,34,-105,-2.75,638
33,15:47:24,15:44:48,35,-105,-2.75,634
34,15:47:26,15:44:50,36,-105,-2.50,636
35,15:47:28,15:44:52,37,-105,1.25,630
36,15:47:31,15:44:55,38,-105,0.00,632
37,15:47:33,15:44:57,39,-105,-1.75,628
38,15:47:35,15:44:59,40,-106,-1.75,632
39,15:47:38,15:45:02,41,-104,1.25,630
40,15:47:40,15:45:04,42,-106,-2.00,628
41,15:47:42,15:45:06,43,-104,0.75,623
42,15:47:45,15:45:09,44,-106,0.25,623
43,15:47:47,15:45:11,45,-106,-2.75,630
44,15:47:49,15:45:13,46,-105,-2.00,619
45,15:47:52,15:45:16,1,-103,-2.75,621
46,15:47:53,15:45:17,1,-105,-1.75,621
47,15:47:56,15:45:20,2,-103,-3.75,621
48,15:47:58,15:45:22,3,-105,-2.50,619
49,15:48:00,15:45:24,4,-104,-2.25,619
50,15:48:01,15:45:25,1,-104,-2.25,619
51,15:48:03,15:45:27,2,-103,-3.25,615
52,15:48:05,15:45:29,3,-104,-2.00,615
53,15:48:08,15:45:32,4,-104,-2.00,615
54,15:48:10,15:45:34,5,-104,-2.50,615
55,15:48:12,15:45:36,6,-105,0.75,613
