Package received,time received,time send,package send,rssi,snr,freqError
1,10:51:07,10:48:35,1,-109,-2.25,342
2,10:51:10,10:48:37,2,-108,0.25,334
3,10:51:12,10:48:40,3,-108,-3.25,338
4,10:51:14,10:48:42,4,-107,1.75,340
5,10:51:17,10:48:44,5,-107,0.50,336
6,10:51:19,10:48:47,6,-108,0.75,334
7,10:51:21,10:48:49,7,-108,1.75,334
8,10:51:24,10:48:51,8,-107,0.75,334
9,10:51:26,10:48:53,9,-109,-0.25,338
10,10:51:28,10:48:56,10,-108,-0.75,338
11,10:51:31,10:48:58,11,-108,-0.25,347
12,10:51:33,10:49:00,12,-108,-1.00,361
13,10:51:35,10:49:03,13,-109,0.25,372
14,10:51:38,10:49:05,14,-108,-0.25,380
15,10:51:40,10:49:07,15,-109,0.00,384
16,10:51:42,10:49:10,16,-108,0.00,393
17,10:51:45,10:49:12,17,-108,-1.00,405
18,10:51:47,10:49:14,18,-107,-0.50,412
19,10:51:49,10:49:17,19,-109,-3.50,418
20,10:51:52,10:49:19,20,-109,-3.00,420
21,10:51:54,10:49:21,21,-109,-3.00,414
22,10:51:56,10:49:24,22,-109,-3.25,412
23,10:51:59,10:49:26,23,-109,-4.00,414
24,10:52:01,10:49:28,24,-109,-1.25,418
25,10:52:03,10:49:31,25,-108,-1.00,420
26,10:52:06,10:49:33,26,-107,-0.75,426
27,10:52:08,10:49:35,27,-108,-0.25,433
28,10:52:10,10:49:38,28,-108,-1.25,445
29,10:52:13,10:49:40,29,-109,-1.50,454
30,10:52:15,10:49:42,30,-110,-2.25,458
31,10:52:17,10:49:45,31,-109,-3.25,462
32,10:52:20,10:49:47,32,-110,-3.00,470
33,10:52:22,10:49:49,33,-110,-4.75,479
34,10:52:24,10:49:52,34,-109,-1.25,485
35,10:52:27,10:49:54,35,-108,-2.75,498
36,10:52:29,10:49:56,36,-110,-2.50,502
37,10:52:31,10:49:59,37,-109,-1.25,516
38,10:52:34,10:50:01,38,-109,-3.50,523
39,10:52:36,10:50:03,39,-108,-1.75,542
40,10:52:38,10:50:06,40,-110,-4.25,558
41,10:52:41,10:50:08,41,-111,-6.25,569
42,10:52:43,10:50:10,42,-109,-6.75,575
43,10:52:45,10:50:13,43,-110,-6.50,573
44,10:52:48,10:50:15,44,-111,-6.75,584
45,10:52:50,10:50:17,45,-110,-6.50,581
46,10:52:52,10:50:20,46,-109,-6.75,586
47,10:52:55,10:50:22,47,-110,-6.75,590
48,10:52:57,10:50:24,48,-110,-6.00,592
49,10:52:59,10:50:27,49,-110,-6.75,598
50,10:53:02,10:50:29,50,-110,-6.00,600
51,10:53:04,10:50:31,51,-110,-5.75,609
52,10:53:06,10:50:34,52,-110,-5.75,613
53,10:53:08,10:50:36,53,-110,-5.50,613
54,10:53:11,10:50:38,54,-111,-4.00,617
55,10:53:13,10:50:41,55,-109,-2.25,619
56,10:53:15,10:50:43,56,-109,-2.00,623
57,10:53:18,10:50:45,57,-109,-2.75,628
58,10:53:20,10:50:48,58,-109,-2.50,632
59,10:53:22,10:50:50,59,-109,-2.25,630
60,10:53:25,10:50:52,60,-109,-2.25,632
61,10:53:27,10:50:55,61,-109,-2.50,638
62,10:53:29,10:50:57,62,-110,-2.00,644
63,10:53:32,10:50:59,63,-109,-2.00,653
64,10:53:34,10:51:02,64,-109,-1.50,659
65,10:53:36,10:51:04,65,-109,-2.00,665
66,10:53:39,10:51:06,66,-110,-2.00,674
67,10:53:41,10:51:09,67,-110,-2.00,680
68,10:53:43,10:51:11,68,-109,-1.75,684
69,10:53:46,10:51:13,69,-109,-0.75,686
70,10:53:48,10:51:16,70,-109,-1.00,693
71,10:53:50,10:51:18,71,-109,-0.75,697
72,10:53:53,10:51:20,72,-108,-2.25,703
73,10:53:55,10:51:23,73,-109,-1.50,707
74,10:53:57,10:51:25,74,-109,-1.00,714
75,10:54:00,10:51:27,75,-109,-1.25,720
76,10:54:02,10:51:30,76,-109,-1.50,724
77,10:54:04,10:51:32,77,-110,-2.00,735
78,10:54:07,10:51:34,78,-109,-1.50,730
79,10:54:09,10:51:37,79,-109,-2.50,728
80,10:54:11,10:51:39,80,-109,-2.00,735
81,10:54:14,10:51:41,81,-109,-1.50,737
82,10:54:16,10:51:44,82,-109,-1.50,743
83,10:54:18,10:51:46,83,-110,-1.50,745
84,10:54:21,10:51:48,84,-109,-1.75,751
85,10:54:23,10:51:51,85,-109,-2.25,760
86,10:54:25,10:51:53,86,-108,-2.75,766
87,10:54:28,10:51:55,87,-109,-4.25,762
88,10:54:30,10:51:58,88,-110,-9.00,766
89,10:54:32,10:52:00,89,-110,-4.75,766
