Package received,time received,time send,package send,rssi,snr,freqError
1,10:52:36,10:50:10,2,-94,5.25,636
2,10:52:38,10:50:12,3,-92,6,632
3,10:52:40,10:50:14,4,-93,5.75,623
4,10:52:43,10:50:17,5,-92,6.25,619
5,10:52:45,10:50:19,6,-96,4.5,615
6,10:52:47,10:50:21,7,-94,4.75,613
7,10:52:50,10:50:24,8,-93,5,611
8,10:52:52,10:50:26,9,-100,2,623
9,10:52:54,10:50:28,10,-100,3.75,623
10,10:52:57,10:50:31,11,-92,5.25,628
11,10:52:59,10:50:33,12,-97,3,632
12,10:53:01,10:50:35,13,-96,4,640
13,10:53:04,10:50:38,14,-94,5,640
14,10:53:06,10:50:40,15,-97,3.5,646
15,10:53:08,10:50:42,16,-98,4,653
16,10:53:10,10:50:45,17,-100,-2,659
17,10:53:13,10:50:47,18,-97,4.25,670
18,10:53:15,10:50:49,19,-95,4.5,678
19,10:53:17,10:50:52,20,-94,3.75,682
20,10:53:20,10:50:54,21,-97,4.25,686
21,10:53:22,10:50:56,22,-101,0,691
22,10:53:24,10:50:59,23,-99,1.75,691
23,10:53:27,10:51:01,24,-96,4.25,691
24,10:53:29,10:51:03,25,-99,3.75,691
25,10:53:31,10:51:06,26,-98,2.5,695
26,10:53:34,10:51:08,27,-99,2.5,701
27,10:53:36,10:51:10,28,-100,1.5,701
28,10:53:38,10:51:13,29,-99,1.75,701
29,10:53:41,10:51:15,30,-97,3.5,703
30,10:53:43,10:51:17,31,-94,3.75,709
31,10:53:45,10:51:20,32,-101,1.25,705
32,10:53:48,10:51:22,33,-96,4.75,709
33,10:53:50,10:51:24,34,-97,4.75,714
34,10:53:52,10:51:27,35,-100,-0.5,716
35,10:53:55,10:51:29,36,-99,1.75,720
36,10:53:57,10:51:31,37,-100,1.5,726
37,10:53:59,10:51:34,38,-102,-0.25,724
38,10:54:02,10:51:36,39,-103,-0.5,724
39,10:54:04,10:51:38,40,-96,3.75,724
40,10:54:06,10:51:41,41,-94,4,716
41,10:54:09,10:51:43,42,-97,4.25,711
42,10:54:11,10:51:45,43,-99,3.75,711
43,10:54:13,10:51:48,44,-99,1.5,709
44,10:54:16,10:51:50,45,-100,2.5,711
45,10:54:18,10:51:52,46,-101,0.5,711
46,10:54:20,10:51:55,47,-98,4.75,716
47,10:54:23,10:51:57,48,-101,-0.75,716
48,10:54:25,10:51:59,49,-103,-1.5,728
49,10:54:27,10:52:02,50,-95,4.25,726
50,10:54:30,10:52:04,51,-100,1.75,726
51,10:54:32,10:52:06,52,-103,-0.5,726
52,10:54:34,10:52:09,53,-104,1.25,722
53,10:54:37,10:52:11,54,-97,5,726
54,10:54:39,10:52:13,55,-98,4,720
55,10:54:41,10:52:16,56,-95,4,720
56,10:54:44,10:52:18,57,-96,4,714
57,10:54:46,10:52:20,58,-96,4.25,709
58,10:54:48,10:52:23,59,-97,5.25,709
59,10:54:51,10:52:25,60,-96,4,711
60,10:54:53,10:52:27,61,-95,4.25,714
61,10:54:55,10:52:30,62,-96,5,716
62,10:54:58,10:52:32,63,-98,4.5,724
63,10:55:00,10:52:34,64,-101,2,732
64,10:55:02,10:52:37,65,-98,4.25,737
65,10:55:05,10:52:39,66,-97,4.75,745
66,10:55:07,10:52:41,67,-96,4.5,749
67,10:55:09,10:52:44,68,-94,6,753
68,10:55:12,10:52:46,69,-95,6.25,760
69,10:55:14,10:52:48,70,-92,6,760
70,10:55:16,10:52:51,71,-92,6.5,756
71,10:55:19,10:52:53,72,-93,6,760
72,10:55:21,10:52:55,73,-90,5.75,758
73,10:55:23,10:52:58,74,-92,5.5,756
74,10:55:26,10:53:00,75,-92,6.25,751
75,10:55:28,10:53:02,76,-91,6.5,753
76,10:55:30,10:53:05,77,-92,6.25,749
77,10:55:33,10:53:07,78,-92,6.25,743
78,10:55:35,10:53:09,79,-94,6,741
79,10:55:37,10:53:12,80,-94,5.75,741
,,,,,,
79,182,182,80,-96.70886076,3.658227848,702.2911392
