Package received,time received,time send,package send,rssi,snr,freqError
1,15:29:57,15:27:22,1,-105,0.25,674
2,15:30:00,15:27:25,2,-108,-10.5,674
3,15:30:02,15:27:27,3,-105,0.25,674
4,15:30:04,15:27:29,4,-106,-4.75,674
5,15:30:07,15:27:32,5,-105,-4.5,674
6,15:30:09,15:27:34,6,-105,-5.75,674
7,15:30:11,15:27:36,7,-106,-3.5,674
8,15:30:14,15:27:39,8,-105,-3.75,676
9,15:30:16,15:27:41,9,-104,-4,674
10,15:30:18,15:27:43,10,-105,-2.5,674
11,15:30:21,15:27:46,11,-104,-1.75,676
12,15:30:23,15:27:48,12,-103,-4,674
13,15:30:25,15:27:50,13,-104,-2,676
14,15:30:28,15:27:53,14,-104,-1.75,676
15,15:30:30,15:27:55,15,-104,-3.25,676
16,15:30:32,15:27:57,16,-104,-2.75,674
17,15:30:35,15:28:00,17,-103,-1.25,674
18,15:30:37,15:28:02,18,-104,-2.75,674
19,15:30:39,15:28:04,19,-105,-3.25,674
20,15:30:42,15:28:07,20,-105,-5.5,672
21,15:30:44,15:28:09,21,-104,-3,674
22,15:30:46,15:28:11,22,-101,1,672
23,15:30:49,15:28:14,23,-101,2.75,674
24,15:30:51,15:28:16,24,-102,2.25,672
25,15:30:53,15:28:18,25,-100,0,672
26,15:30:56,15:28:21,26,-103,0.25,670
27,15:30:58,15:28:23,27,-102,1.25,670
28,15:31:00,15:28:25,28,-103,1.75,670
29,15:31:03,15:28:28,29,-105,-1.75,670
30,15:31:05,15:28:30,30,-105,-9.5,663
31,15:31:07,15:28:32,31,-105,-5.75,670
32,15:31:10,15:28:35,32,-105,-3,667
33,15:31:12,15:28:37,33,-104,0,667
34,15:31:14,15:28:39,34,-107,-15.75,667
35,15:31:17,15:28:42,35,-105,-19.25,670
36,15:31:19,15:28:44,36,-106,-14.75,667
37,15:31:21,15:28:46,37,-107,-12.25,665
38,15:31:24,15:28:49,38,-106,-11,670
39,15:31:26,15:28:51,39,-104,-17.25,667
40,15:31:28,15:28:53,40,-106,-7,670
41,15:31:33,15:28:58,42,-107,-7,667
42,15:31:35,15:29:00,43,-107,-1,667
43,15:31:38,15:29:03,44,-105,0.5,667
44,15:31:40,15:29:05,45,-103,0.75,665
45,15:31:42,15:29:07,46,-102,-2.25,665
46,15:31:45,15:29:10,47,-104,-1.75,665
47,15:31:47,15:29:12,48,-104,-1,665
48,15:31:49,15:29:14,49,-104,-2.5,665
49,15:31:52,15:29:17,50,-103,-0.5,665
50,15:31:54,15:29:19,51,-107,-9,665
51,15:31:56,15:29:21,52,-103,0.5,665
52,15:31:59,15:29:24,53,-102,-0.5,665
53,15:32:01,15:29:26,54,-104,-0.5,663
54,15:32:03,15:29:28,55,-102,2.5,663
55,15:32:06,15:29:31,56,-104,-1.25,663
56,15:32:08,15:29:33,57,-102,2.5,663
57,15:32:10,15:29:35,58,-101,2,661
58,15:32:13,15:29:38,59,-102,2.5,661
59,15:32:15,15:29:40,60,-102,-1,661
60,15:32:17,15:29:42,61,-107,-0.5,661
,,,,,,
60,140,140,61,-104.2,-3.3,669.3
