Package received,time received,time send,package send,rssi,snr,freqError
1,10:46:47,10:44:21,1,-93,5.5,688
2,10:46:49,10:44:23,2,-94,5.75,688
3,10:46:51,10:44:26,3,-85,6.75,691
4,10:46:54,10:44:28,4,-94,5.25,695
5,10:46:56,10:44:30,5,-96,5.5,697
6,10:46:58,10:44:33,6,-91,6.25,699
7,10:47:01,10:44:35,7,-91,6,697
8,10:47:03,10:44:37,8,-92,7,697
9,10:47:05,10:44:40,9,-92,6.25,703
10,10:47:08,10:44:42,10,-95,4.75,701
11,10:47:10,10:44:44,11,-96,4,707
12,10:47:12,10:44:47,12,-96,4.25,718
13,10:47:15,10:44:49,13,-98,4.5,728
14,10:47:17,10:44:51,14,-96,4.5,728
15,10:47:19,10:44:54,15,-93,6.25,732
16,10:47:22,10:44:56,16,-92,6.75,732
17,10:47:24,10:44:58,17,-94,5.5,735
18,10:47:26,10:45:01,18,-93,6,735
19,10:47:29,10:45:03,19,-94,6.75,732
20,10:47:31,10:45:05,20,-86,7.25,726
21,10:47:48,10:45:22,1,-97,5.5,705
22,10:47:52,10:45:27,2,-93,5.5,701
23,10:47:53,10:45:27,1,-93,6.25,703
24,10:47:54,10:45:28,1,-94,5,703
25,10:47:58,10:45:32,1,-98,2.5,649
26,10:48:00,10:45:35,2,-95,4.25,695
,,,,,,
26,74,74,26,-93.5,5.528846154,707.1153846
