Package received,time received,time send,package send,rssi,snr,freqError
1,18:50:08,18:47:47,2,-111,-12.5,462
2,18:50:10,18:47:50,3,-111,-12,460
3,18:50:12,18:47:52,4,-111,-10.5,460
4,18:50:15,18:47:54,5,-113,-8.75,462
5,18:50:17,18:47:57,6,-112,-10.5,456
6,18:50:19,18:47:59,7,-112,-9,458
7,18:50:22,18:48:01,8,-112,-11.25,456
8,18:50:24,18:48:04,9,-111,-9.25,456
9,18:50:26,18:48:06,10,-113,-10,456
10,18:50:29,18:48:08,11,-112,-9.75,458
11,18:50:31,18:48:11,12,-111,-11.5,458
12,18:50:33,18:48:13,13,-111,-10.5,458
13,18:50:36,18:48:15,14,-111,-11.25,464
14,18:50:38,18:48:18,15,-110,-10,458
15,18:50:40,18:48:20,16,-112,-10.5,458
16,18:50:43,18:48:22,17,-111,-11.25,456
17,18:50:45,18:48:25,18,-111,-10.5,460
18,18:50:47,18:48:27,19,-111,-10.75,456
19,18:50:49,18:48:29,20,-110,-18.5,460
20,18:50:54,18:48:34,22,-110,-17,456
21,18:50:56,18:48:36,23,-112,-16.5,460
22,18:50:59,18:48:39,24,-111,-17.5,462
23,18:51:01,18:48:41,25,-110,-15.75,460
24,18:51:03,18:48:43,26,-111,-15,456
25,18:51:06,18:48:46,27,-112,-13,462
26,18:51:08,18:48:48,28,-110,-14.25,460
27,18:51:10,18:48:50,29,-112,-11.25,460
28,18:51:13,18:48:53,30,-112,-11,460
29,18:51:15,18:48:55,31,-110,-10.75,458
30,18:51:17,18:48:57,32,-111,-11,462
31,18:51:20,18:49:00,33,-111,-11.25,460
32,18:51:22,18:49:02,34,-112,-13.25,462
33,18:51:24,18:49:04,35,-111,-13.5,468
34,18:51:27,18:49:06,36,-110,-13.25,468
35,18:51:29,18:49:09,37,-112,-12,464
36,18:51:31,18:49:11,38,-111,-13.75,464
,,,,,,
36,83,84,36,-111.2,-12.2,459.8
