Package received,time received,time send,package send,rssi,snr,freqError
1,18:34:33,18:32:12,1,-110,-2.00,514
2,18:34:35,18:32:15,2,-109,-2.75,514
3,18:34:37,18:32:17,3,-108,-3.50,510
4,18:34:40,18:32:19,4,-109,-3.50,510
5,18:34:42,18:32:22,5,-110,-2.00,512
6,18:34:44,18:32:24,6,-109,-3.50,510
7,18:34:47,18:32:26,7,-110,-1.50,514
8,18:34:49,18:32:29,8,-109,-4.50,508
9,18:34:51,18:32:31,9,-109,-1.25,506
10,18:34:54,18:32:33,10,-109,-2.50,504
11,18:34:56,18:32:36,11,-109,-2.25,506
12,18:34:58,18:32:38,12,-109,-2.50,506
13,18:35:01,18:32:40,13,-109,-1.00,504
14,18:35:03,18:32:43,14,-107,-0.25,506
15,18:35:05,18:32:45,15,-109,0.00,506
16,18:35:08,18:32:47,16,-108,-0.25,506
17,18:35:10,18:32:50,17,-107,0.75,502
18,18:35:12,18:32:52,18,-108,0.75,500
19,18:35:15,18:32:54,19,-109,0.50,500
20,18:35:17,18:32:57,20,-109,-0.25,502
21,18:35:19,18:32:59,21,-108,-0.75,495
22,18:35:22,18:33:01,22,-108,-1.50,498
23,18:35:24,18:33:04,23,-109,-2.00,498
24,18:35:26,18:33:06,24,-109,-2.75,495
25,18:35:29,18:33:08,25,-108,-1.75,498
26,18:35:31,18:33:11,26,-108,-1.50,495
27,18:35:33,18:33:13,27,-109,-1.50,498
28,18:35:36,18:33:15,28,-108,-2.00,495
29,18:35:38,18:33:18,29,-110,-1.50,495
30,18:35:40,18:33:20,30,-109,-2.50,498
31,18:35:43,18:33:22,31,-108,-1.50,495
32,18:35:45,18:33:25,32,-109,-0.75,495
33,18:35:47,18:33:27,33,-110,-0.25,493
34,18:35:50,18:33:29,34,-109,-0.25,495
35,18:35:52,18:33:32,35,-109,-0.25,493
36,18:35:54,18:33:34,36,-108,-0.75,493
37,18:35:57,18:33:36,37,-109,0.00,491
38,18:35:59,18:33:39,38,-109,-0.50,491
39,18:36:01,18:33:41,39,-109,-1.00,491
40,18:36:04,18:33:43,40,-108,0.00,489
41,18:36:06,18:33:46,41,-108,-0.75,489
42,18:36:08,18:33:48,42,-109,-0.50,487
43,18:36:11,18:33:50,43,-110,-2.50,489
44,18:36:13,18:33:53,44,-109,-2.25,489
45,18:36:15,18:33:55,45,-109,-1.75,487
46,18:36:18,18:33:57,46,-108,-0.50,487
47,18:36:20,18:34:00,47,-109,-0.25,485
48,18:36:22,18:34:02,48,-109,-1.00,485
49,18:36:25,18:34:04,49,-109,-0.75,485
50,18:36:27,18:34:07,50,-108,-0.50,483
51,18:36:29,18:34:09,51,-109,-1.25,483
52,18:36:32,18:34:11,52,-108,-1.00,479
53,18:36:34,18:34:14,53,-109,0.00,481
54,18:36:36,18:34:16,54,-109,-2.00,481
55,18:36:39,18:34:18,55,-110,-2.00,479
56,18:36:41,18:34:21,56,-110,-0.75,481
57,18:36:43,18:34:23,57,-110,-1.50,477
58,18:36:46,18:34:25,58,-108,-1.75,479
