Package received,time received,time send,package send,rssi,snr,freqError
2,19:16:23,19:14:03,2,-113,-19.50,523
3,19:16:25,19:14:05,3,-110,-21.50,512
4,19:16:37,19:14:17,8,-112,-18.00,519
5,19:16:39,19:14:19,9,-112,-18.50,523
6,19:16:41,19:14:21,10,-111,-18.75,510
7,19:16:44,19:14:24,11,-111,-21.75,512
8,19:16:46,19:14:26,12,-113,-20.75,519
9,19:16:48,19:14:28,13,-112,-18.25,510
10,19:16:51,19:14:31,14,-112,-19.00,510
11,19:16:53,19:14:33,15,-111,-18.50,516
12,19:16:55,19:14:35,16,-113,-18.50,510
13,19:16:58,19:14:37,17,-111,-19.25,510
14,19:17:00,19:14:40,18,-111,-19.25,506
15,19:17:02,19:14:42,19,-112,-19.00,510
16,19:17:05,19:14:44,20,-112,-19.25,506
17,19:17:07,19:14:47,21,-113,-18.25,498
18,19:17:09,19:14:49,22,-112,-19.00,493
19,19:17:12,19:14:51,23,-111,-19.25,504
20,19:17:14,19:14:54,24,-111,-19.75,510
21,19:17:16,19:14:56,25,-111,-19.75,506
22,19:17:19,19:14:58,26,-111,-20.00,508
23,19:17:21,19:15:01,27,-112,-19.75,508
24,19:17:23,19:15:03,28,-112,-20.00,506
25,19:17:26,19:15:05,29,-111,-20.50,502
26,19:17:28,19:15:08,30,-112,-19.50,510
27,19:17:30,19:15:10,31,-111,-20.50,506
28,19:17:33,19:15:12,32,-111,-21.00,498
29,19:17:37,19:15:17,34,-109,-22.25,506
30,19:17:40,19:15:19,35,-111,-20.25,500
31,19:17:42,19:15:22,36,-113,-20.75,498
32,19:17:44,19:15:24,37,-112,-20.50,500
33,19:17:49,19:15:29,39,-112,-20.50,489
34,19:17:51,19:15:31,40,-111,-20.50,506
35,19:17:56,19:15:36,42,-112,-20.75,489
36,19:17:58,19:15:38,43,-112,-19.50,493
37,19:18:01,19:15:40,44,-112,-20.75,498
38,19:18:03,19:15:43,45,-111,-20.75,495
39,19:18:12,19:15:52,49,-110,-21.00,495
40,19:18:15,19:15:54,50,-112,-20.00,498
41,19:18:17,19:15:57,51,-111,-18.75,493
42,19:18:19,19:15:59,52,-111,-20.50,485
43,19:18:22,19:16:01,53,-112,-19.75,489
44,19:18:24,19:16:04,54,-113,-20.50,489
45,19:18:26,19:16:06,55,-112,-19.50,487
46,19:18:29,19:16:08,56,-113,-20.25,479
47,19:18:31,19:16:11,57,-112,-19.50,472
48,19:18:33,19:16:13,58,-111,-20.25,475
49,19:18:36,19:16:15,59,-110,-20.00,487
50,19:18:40,19:16:20,61,-112,-20.75,491
51,19:18:43,19:16:22,62,-113,-18.25,487
52,19:18:45,19:16:25,63,-113,-19.25,481
53,19:18:47,19:16:27,64,-113,-19.50,479
54,19:18:50,19:16:29,65,-112,-19.25,477
55,19:18:52,19:16:32,66,-111,-19.50,470
56,19:18:54,19:16:34,67,-112,-20.00,477
57,19:18:57,19:16:36,68,-112,-19.00,477
58,19:18:59,19:16:39,69,-112,-19.00,472
59,19:19:01,19:16:41,70,-112,-18.50,475
60,19:19:04,19:16:43,71,-112,-19.25,472
61,19:19:08,19:16:48,73,-111,-20.25,472
62,19:19:11,19:16:50,74,-113,-18.75,470
63,19:19:13,19:16:53,75,-111,-21.25,468
64,19:19:15,19:16:55,76,-112,-19.00,470
65,19:19:18,19:16:57,77,-112,-19.50,470
66,19:19:20,19:17:00,78,-112,-19.00,475
67,19:19:22,19:17:02,79,-111,-19.75,468
68,19:19:25,19:17:04,80,-113,-19.75,460
69,19:19:27,19:17:07,81,-112,-19.75,470
70,19:19:29,19:17:09,82,-113,-20.00,468
71,19:19:34,19:17:14,84,-111,-19.50,466
72,19:19:36,19:17:16,85,-112,-20.00,458
73,19:19:39,19:17:18,86,-111,-20.75,462
74,19:19:43,19:17:23,88,-112,-20.75,460
