Package received,time received,time send,package send,rssi,snr,freqError
1,18:17:25,18:15:05,1,-87,6.25,586
2,18:17:27,18:15:07,2,-88,6.50,584
3,18:17:30,18:15:09,3,-88,6.75,586
4,18:17:32,18:15:12,4,-89,5.75,588
5,18:17:34,18:15:14,5,-89,6.25,586
6,18:17:37,18:15:16,6,-93,5.75,584
7,18:17:39,18:15:19,7,-88,5.00,621
8,18:17:41,18:15:21,8,-89,7.00,581
9,18:17:44,18:15:23,9,-89,6.75,584
10,18:17:46,18:15:26,10,-88,6.75,584
11,18:17:48,18:15:28,11,-87,7.25,586
12,18:17:51,18:15:30,12,-89,7.25,584
13,18:17:53,18:15:33,13,-86,7.50,584
14,18:17:55,18:15:35,14,-89,7.25,581
15,18:17:58,18:15:37,15,-89,6.75,581
16,18:18:00,18:15:40,16,-86,7.75,584
17,18:18:02,18:15:42,17,-88,7.50,581
18,18:18:05,18:15:44,18,-88,7.50,581
19,18:18:07,18:15:47,19,-90,7.00,579
20,18:18:09,18:15:49,20,-88,6.75,579
21,18:18:12,18:15:51,21,-88,6.25,579
22,18:18:14,18:15:54,22,-89,7.00,577
23,18:18:16,18:15:56,23,-91,5.75,575
24,18:18:19,18:15:58,24,-88,6.75,575
25,18:18:21,18:16:01,25,-89,6.25,573
26,18:18:23,18:16:03,26,-89,5.50,573
27,18:18:26,18:16:05,27,-89,5.75,571
28,18:18:28,18:16:08,28,-88,7.25,571
29,18:18:30,18:16:10,29,-91,6.50,573
30,18:18:33,18:16:12,30,-88,6.75,569
31,18:18:35,18:16:15,31,-89,5.75,571
32,18:18:37,18:16:17,32,-92,5.50,569
33,18:18:40,18:16:19,33,-89,6.25,569
34,18:18:42,18:16:22,34,-89,6.75,569
35,18:18:44,18:16:24,35,-91,5.25,567
36,18:18:47,18:16:26,36,-90,5.25,565
37,18:18:49,18:16:29,37,-88,6.25,565
38,18:18:51,18:16:31,38,-91,4.75,563
39,18:18:54,18:16:33,39,-91,5.75,563
40,18:18:56,18:16:36,40,-90,5.50,563
41,18:18:58,18:16:38,41,-88,7.25,560
42,18:19:01,18:16:40,42,-92,5.00,560
43,18:19:03,18:16:43,43,-92,5.25,560
44,18:19:05,18:16:45,44,-90,5.75,558
45,18:19:08,18:16:47,45,-91,4.50,556
46,18:19:10,18:16:50,46,-90,6.25,556
47,18:19:12,18:16:52,47,-91,4.25,554
48,18:19:15,18:16:54,48,-90,5.50,519
49,18:19:17,18:16:57,49,-90,7.75,552
50,18:19:19,18:16:59,50,-89,6.50,552
51,18:19:22,18:17:01,51,-90,5.00,552
52,18:19:24,18:17:04,52,-89,6.50,548
53,18:19:26,18:17:06,53,-93,5.75,548
54,18:19:28,18:17:08,54,-89,7.25,548
55,18:19:31,18:17:11,55,-88,7.00,548
56,18:19:33,18:17:13,56,-91,5.00,548
57,18:19:36,18:17:15,57,-92,5.50,546
58,18:19:38,18:17:18,58,-90,6.25,544
